txn_id,amount_usd,merchant_cat,country,user_age,acct_age_days,txn_hour,device,prior_fraud_flags,velocity_24h,avg_txn_usd,distance_km,is_weekend,is_fraud
T1715,53.27,Grocery,US,26,3000,0,Mobile,0,0,69.87,2.6,No,0
T1716,43.21,Other,US,51,288,22,Mobile,0,4,28.36,66.6,No,0
T1717,16.77,Grocery,US,36,73,17,Web,0,2,10.51,33.7,No,0
T1718,22.95,Restaurant,US,31,324,23,Web,0,1,33.31,0.9,No,0
T1719,43.36,Other,US,26,102,20,Web,0,2,37.1,30.2,No,0
T1720,33.81,Grocery,IN,52,404,22,Mobile,0,3,5.0,19.8,Yes,0
T1721,18.92,Grocery,RU,55,1108,7,Mobile,2,1,21.82,5.5,No,1
T1722,18.36,Grocery,US,52,617,18,Web,1,3,8.78,38.1,No,0
T1723,34.16,Electronics,IN,43,127,21,Web,0,6,12.74,142.1,No,0
T1724,9.09,Grocery,RU,41,140,3,Mobile,0,0,32.47,103.8,No,0
T1725,22.28,Restaurant,US,23,28,22,ATM,0,3,9.0,41.1,No,0
T1726,127.12,Grocery,Other,35,134,15,Mobile,0,4,119.39,11.6,No,0
T1727,48.01,Travel,BR,29,38,16,Web,0,4,29.65,6.1,Yes,0
T1728,23.3,Other,US,18,276,22,Mobile,0,2,29.69,57.6,No,0
T1729,23.18,Restaurant,US,50,492,8,Web,0,1,29.08,24.9,Yes,0
T1730,405.41,Restaurant,US,29,556,7,Web,0,5,524.25,36.9,No,0
T1731,35.37,Electronics,US,52,24,19,Mobile,0,1,33.82,75.1,Yes,0
T1732,62.64,Restaurant,RU,48,166,18,Mobile,0,0,61.12,46.1,No,0
T1733,17.78,Travel,US,44,135,6,Mobile,1,6,19.98,4.0,No,1
T1734,59.84,Electronics,RU,45,44,11,Mobile,2,2,74.78,213.6,No,1
T1735,9.26,Grocery,RU,30,180,0,Mobile,0,2,44.39,7.8,No,0
T1736,24.56,Other,UK,60,142,23,Mobile,0,2,25.63,195.8,No,0
T1737,27.44,Electronics,IN,38,402,16,Mobile,0,2,12.87,35.4,No,0
T1738,5.0,Grocery,US,41,859,22,Web,0,4,5.0,91.3,No,0
T1739,58.35,Electronics,US,30,242,5,Mobile,0,2,84.97,6.6,Yes,0
T1740,22.18,Electronics,UK,26,549,23,Mobile,0,2,39.14,98.8,No,0
T1741,83.2,Restaurant,US,43,63,21,Web,0,5,89.44,6.9,Yes,0
T1742,28.31,Restaurant,US,40,901,4,Mobile,0,2,35.58,110.4,No,0
T1743,13.79,Restaurant,NG,28,66,19,Mobile,0,1,26.89,29.2,No,0
T1744,62.01,Grocery,IN,20,85,6,Mobile,0,4,25.18,98.8,No,0
T1745,31.9,Electronics,US,22,45,21,Web,0,1,5.0,16.1,No,0
T1746,38.13,Travel,IN,52,148,21,Mobile,0,3,19.8,61.6,No,0
T1747,61.47,Grocery,BR,30,321,11,ATM,0,3,55.16,74.4,Yes,0
T1748,45.43,Grocery,US,33,1768,4,Web,0,3,73.3,34.6,No,0
T1749,19.41,Restaurant,US,55,630,1,Mobile,0,3,23.1,100.1,Yes,0
T1750,6.67,Grocery,CN,24,191,3,Web,0,5,18.49,57.4,No,0
T1751,14.13,Travel,US,29,343,16,Mobile,1,1,5.0,18.9,No,0
T1752,30.42,Grocery,US,28,390,7,Mobile,0,4,34.71,132.6,Yes,0
T1753,35.73,Grocery,US,57,692,19,Mobile,0,2,31.05,20.8,No,0
T1754,155.34,Grocery,RU,61,533,4,Mobile,0,1,176.73,65.6,Yes,0
T1755,293.27,Other,US,47,336,16,Web,0,1,207.03,59.0,No,0
T1756,32.52,Restaurant,US,47,442,19,Web,0,4,23.41,7.1,No,0
T1757,56.55,Other,US,31,548,3,Mobile,0,1,51.82,27.9,No,0
T1758,23.07,Travel,Other,61,57,20,Mobile,0,1,23.58,42.7,Yes,0
T1759,18.66,Grocery,US,41,89,17,ATM,0,1,7.35,10.3,No,0
T1760,29.52,Travel,UK,48,466,17,Mobile,0,3,22.91,5.2,No,0
T1761,20.05,Electronics,CN,36,759,17,Mobile,0,2,5.0,39.5,No,0
T1762,17.22,Restaurant,US,34,210,15,Mobile,1,1,36.02,8.3,No,0
T1763,21.16,Grocery,Other,57,1562,10,Web,0,4,25.53,77.6,Yes,0
T1764,18.45,Travel,CN,44,97,7,Mobile,0,4,19.56,96.7,No,0
T1765,37.01,Grocery,NG,55,215,11,Mobile,1,1,56.16,4.9,No,0
T1766,42.4,Electronics,US,41,190,17,Mobile,1,2,17.24,60.7,Yes,0
T1767,11.66,Restaurant,UK,27,1065,21,Web,0,1,5.0,65.9,No,0
T1768,52.07,Electronics,RU,30,134,17,Mobile,0,0,82.25,3.4,No,0
T1769,33.6,Electronics,Other,39,254,7,Web,0,3,9.73,45.4,Yes,0
T1770,29.8,Electronics,US,30,82,15,Mobile,0,3,32.6,48.6,No,0
T1771,50.81,Electronics,RU,24,294,16,Web,0,1,24.43,35.9,No,0
T1772,164.96,Restaurant,US,52,779,1,Web,0,2,170.96,58.5,No,0
T1773,31.81,Other,US,31,144,20,Web,0,3,46.27,14.2,No,0
T1774,14.41,Other,US,39,665,21,Web,0,3,5.0,15.1,Yes,0
T1775,61.33,Restaurant,BR,41,969,14,Mobile,0,2,78.24,128.7,No,0
T1776,63.02,Electronics,US,30,30,21,Web,2,1,51.59,56.8,No,0
T1777,47.59,Restaurant,US,55,564,23,Web,1,1,69.2,25.3,No,0
T1778,35.53,Electronics,Other,24,117,6,Mobile,0,1,5.0,55.7,No,0
T1779,12.19,Grocery,US,41,77,0,Mobile,2,1,5.0,69.0,No,0
T1780,11.63,Restaurant,UK,40,367,1,Web,0,2,5.0,18.0,Yes,0
T1781,24.95,Grocery,US,37,489,3,Mobile,0,1,5.0,36.7,No,0
T1782,13.17,Other,US,22,200,15,Mobile,0,1,34.01,6.1,No,0
T1783,82.05,Electronics,IN,48,15,11,ATM,0,3,77.69,46.0,No,0
T1784,7.59,Restaurant,CN,46,957,16,Mobile,0,2,24.22,58.2,No,0
T1785,34.47,Restaurant,US,29,524,23,Mobile,0,4,31.88,68.0,Yes,0
T1786,31.65,Other,RU,46,126,3,Web,3,2,43.34,161.6,No,1
T1787,64.11,Restaurant,US,42,274,15,ATM,0,3,19.32,9.1,No,0
T1788,75.1,Restaurant,US,22,11,6,Mobile,0,3,75.4,3.6,Yes,0
T1789,16.91,Grocery,US,27,165,22,Web,0,2,36.26,142.8,No,0
T1790,132.62,Travel,US,51,295,7,Mobile,0,1,179.11,52.3,No,0
T1791,12.76,Grocery,US,41,291,8,Mobile,0,3,14.22,41.4,No,0
T1792,86.67,Restaurant,US,31,93,13,ATM,0,1,56.49,27.5,No,0
T1793,66.38,Travel,US,27,599,22,Web,4,4,41.75,29.1,No,0
T1794,5.95,Restaurant,US,31,142,8,Web,0,0,13.44,17.6,No,0
T1795,12.67,Grocery,US,32,347,14,Web,0,1,5.0,49.0,No,0
T1796,90.34,Grocery,UK,27,126,20,Web,2,2,94.05,0.8,No,0
T1797,43.23,Restaurant,CN,18,221,3,Mobile,0,1,61.51,39.3,No,0
T1798,39.04,Grocery,UK,51,93,2,Mobile,0,0,44.38,3.0,No,0
T1799,5.0,Grocery,US,49,400,21,Web,0,3,26.2,64.4,Yes,0
T1800,30.82,Grocery,CN,22,221,9,Web,0,2,41.71,163.7,No,0
T1801,18.75,Other,RU,39,6,3,Mobile,0,2,15.61,10.2,Yes,0
T1802,10.55,Restaurant,US,27,11,17,Web,0,1,24.75,16.0,Yes,0
T1803,72.32,Electronics,US,34,254,10,Web,2,1,96.03,38.7,No,0
T1804,38.25,Grocery,IN,33,80,18,ATM,0,4,22.42,33.7,No,0
T1805,15.53,Electronics,UK,32,351,18,Web,1,0,30.58,84.7,Yes,0
T1806,17.05,Restaurant,RU,62,209,17,Mobile,2,5,5.0,6.7,No,1
T1807,40.71,Restaurant,RU,32,425,12,Mobile,0,1,37.43,40.3,No,0
T1808,58.14,Grocery,UK,28,1217,3,Web,0,1,89.36,127.7,No,0
T1809,77.26,Grocery,Other,28,300,2,Mobile,0,0,109.14,55.0,No,0
T1810,62.38,Grocery,US,50,619,15,ATM,0,1,66.92,15.7,No,0
T1811,35.49,Restaurant,US,18,559,13,Mobile,0,2,7.66,3.2,No,0
T1812,15.75,Restaurant,BR,28,1019,9,Web,0,1,5.0,27.2,No,0
T1813,51.46,Grocery,US,55,96,5,ATM,0,1,61.63,31.5,No,0
T1814,13.64,Grocery,RU,40,702,7,Web,0,0,22.74,7.1,Yes,0
T1815,40.52,Grocery,Other,40,943,23,Web,0,1,51.25,32.7,Yes,0
T1816,31.14,Other,IN,63,199,15,ATM,0,2,6.94,56.5,No,0
T1817,81.35,Grocery,UK,40,150,9,Web,0,2,98.19,32.3,No,0
T1818,75.34,Restaurant,US,29,1214,21,ATM,0,1,51.35,12.9,No,0
T1819,65.65,Restaurant,US,34,395,20,Web,0,4,68.3,159.0,No,0
T1820,59.09,Electronics,US,24,191,6,Web,0,2,63.49,6.1,No,0
T1821,33.33,Grocery,UK,53,627,18,Web,0,2,25.49,46.9,No,0
T1822,172.64,Grocery,RU,44,145,17,Mobile,1,1,145.85,65.3,Yes,1
T1823,66.04,Restaurant,IN,51,77,12,Web,0,3,69.5,15.7,Yes,0
T1824,161.48,Restaurant,US,52,314,7,ATM,0,3,116.59,23.9,Yes,0
T1825,105.24,Restaurant,US,33,334,13,Web,0,4,100.27,28.7,No,0
T1826,24.07,Travel,BR,26,698,8,Mobile,0,0,15.1,52.1,No,0
T1827,20.95,Grocery,US,37,244,11,Mobile,0,0,5.57,35.9,No,0
T1828,59.87,Other,US,27,674,5,Mobile,0,4,51.5,10.6,No,0
T1829,11.1,Restaurant,RU,39,149,19,Mobile,0,0,5.0,111.5,Yes,0
T1830,25.72,Grocery,IN,51,342,21,Mobile,0,1,8.01,22.7,No,0
T1831,18.48,Other,US,35,93,22,ATM,1,3,14.46,24.1,No,0
T1832,35.69,Restaurant,NG,39,194,11,ATM,0,1,24.63,80.4,No,0
T1833,5.0,Travel,US,36,779,23,Mobile,4,4,5.0,38.3,Yes,0
T1834,310.91,Restaurant,Other,47,97,18,Web,0,2,315.1,13.2,No,0
T1835,73.76,Restaurant,US,29,664,11,Web,0,2,86.53,123.0,Yes,0
T1836,103.03,Restaurant,US,18,133,21,Mobile,0,2,102.6,81.8,No,0
T1837,42.72,Grocery,NG,43,14,21,ATM,0,0,41.16,45.8,No,0
T1838,121.48,Electronics,US,49,46,6,Mobile,0,5,97.97,35.9,No,0
T1839,64.12,Other,IN,43,547,14,Web,0,2,59.58,56.3,No,0
T1840,83.52,Grocery,BR,30,121,15,Web,0,0,70.93,22.4,No,0
T1841,59.68,Electronics,NG,24,424,3,Web,0,2,80.51,59.2,No,0
T1842,142.26,Electronics,Other,43,480,5,Web,0,0,98.9,2.0,Yes,0
T1843,18.19,Electronics,US,39,169,15,Mobile,0,1,10.97,25.5,No,0
T1844,174.41,Restaurant,IN,36,257,14,Web,1,3,186.3,48.0,No,0
T1845,31.16,Other,US,59,206,1,Web,0,0,52.28,48.6,Yes,0
T1846,16.44,Grocery,US,26,1177,23,ATM,1,1,20.82,3.7,Yes,0
T1847,56.69,Grocery,BR,59,154,2,Web,0,1,88.34,63.6,Yes,0
T1848,12.12,Grocery,US,38,81,14,Mobile,0,5,5.0,4.4,Yes,0
T1849,22.52,Other,UK,18,182,7,Web,0,2,46.45,67.5,No,0
T1850,27.76,Restaurant,US,35,442,11,Mobile,0,3,17.01,121.5,No,0
T1851,29.41,Grocery,UK,49,478,21,Web,0,2,39.44,185.1,No,0
T1852,96.74,Restaurant,Other,33,1031,1,Web,0,1,70.64,46.3,Yes,0
T1853,83.66,Other,US,20,853,14,Web,0,2,94.67,62.6,No,0
T1854,26.86,Restaurant,UK,36,136,7,Web,0,1,14.75,13.3,No,0
T1855,56.94,Other,NG,27,242,21,Mobile,0,2,73.9,23.5,No,0
T1856,301.25,Grocery,US,43,550,10,Mobile,0,4,261.71,0.6,Yes,0
T1857,10.96,Restaurant,US,47,993,16,Web,0,4,13.49,80.0,No,0
T1858,13.4,Electronics,UK,25,164,21,Web,2,1,32.97,58.5,Yes,0
T1859,38.38,Restaurant,US,29,235,20,Mobile,0,4,66.01,14.9,Yes,0
T1860,550.84,Restaurant,US,47,918,21,Web,1,3,329.91,33.7,No,1
T1861,16.05,Restaurant,BR,27,177,0,Web,0,2,8.74,65.2,No,1
T1862,20.4,Restaurant,US,25,261,19,Mobile,0,2,5.0,54.9,Yes,0
T1863,64.05,Grocery,CN,23,939,22,Mobile,0,4,49.77,19.3,Yes,0
T1864,94.45,Travel,BR,42,648,14,Mobile,0,2,107.76,23.1,No,0
T1865,36.87,Other,IN,41,111,20,Mobile,0,6,28.58,8.4,No,0
T1866,45.96,Other,US,29,157,21,Web,0,4,33.38,7.4,Yes,0
T1867,36.08,Grocery,US,38,174,1,Mobile,1,5,51.15,25.9,No,1
T1868,43.82,Grocery,US,56,975,23,Mobile,0,3,24.73,32.7,No,0
T1869,8.57,Grocery,CN,26,2737,9,Web,0,2,5.02,150.5,No,0
T1870,43.57,Restaurant,US,18,594,19,ATM,0,5,16.35,35.2,No,0
T1871,37.94,Restaurant,US,43,264,5,Web,0,2,49.56,10.5,Yes,0
T1872,52.66,Grocery,US,36,4,2,Mobile,0,5,48.19,9.3,Yes,0
T1873,21.32,Travel,US,29,478,12,ATM,0,2,28.54,21.2,No,0
T1874,60.39,Restaurant,US,45,197,23,Mobile,0,1,40.56,125.5,Yes,0
T1875,82.49,Restaurant,UK,48,400,14,Mobile,0,3,117.21,79.0,No,0
T1876,456.98,Travel,US,18,373,5,Mobile,1,4,556.55,34.0,Yes,1
T1877,22.92,Travel,US,30,262,8,ATM,0,0,28.72,155.9,Yes,0
T1878,13.75,Travel,US,65,1155,9,Web,0,1,14.61,12.1,Yes,0
T1879,43.65,Grocery,IN,45,9,8,ATM,0,1,24.9,28.5,No,0
T1880,61.51,Travel,UK,46,498,17,Mobile,0,0,83.09,0.1,No,0
T1881,41.22,Restaurant,US,52,210,8,Mobile,0,3,52.79,100.7,No,0
T1882,41.58,Other,UK,38,500,23,Mobile,1,3,39.79,8.6,No,0
T1883,21.02,Restaurant,US,47,449,17,Mobile,0,2,9.43,158.1,No,0
T1884,7.69,Restaurant,CN,46,4,8,Web,0,0,5.0,35.4,No,1
T1885,127.15,Grocery,US,44,134,4,Mobile,0,1,97.35,255.4,No,0
T1886,183.75,Electronics,IN,34,83,12,Mobile,0,2,182.05,39.0,No,0
T1887,17.56,Grocery,NG,40,73,11,Web,0,1,5.0,30.4,No,0
T1888,19.95,Grocery,BR,30,521,8,Mobile,0,1,27.26,31.9,No,0
T1889,7.52,Restaurant,US,38,109,18,Mobile,0,1,6.61,90.3,Yes,0
T1890,24.61,Other,US,23,257,19,Mobile,1,4,7.03,22.5,No,1
T1891,51.52,Grocery,IN,28,113,0,Web,0,1,65.28,96.0,Yes,0
T1892,19.21,Electronics,US,34,347,10,Mobile,0,1,6.53,108.7,Yes,0
T1893,77.64,Restaurant,BR,26,510,4,Web,0,0,98.17,17.0,No,0
T1894,14.3,Grocery,IN,31,160,6,Web,0,3,16.67,130.8,No,0
T1895,68.61,Travel,IN,36,369,12,Mobile,0,0,43.32,10.6,No,0
T1896,49.87,Restaurant,US,42,696,22,Mobile,0,2,52.98,87.6,Yes,0
T1897,25.97,Restaurant,IN,49,39,5,ATM,0,3,34.32,9.2,No,0
T1898,28.41,Grocery,IN,32,496,12,Web,1,0,34.4,63.2,No,0
T1899,74.54,Electronics,BR,54,156,5,Mobile,0,4,72.36,185.7,No,0
T1900,556.98,Restaurant,US,49,52,14,Mobile,0,0,452.07,4.0,No,0
T1901,32.26,Travel,US,44,315,7,Mobile,0,1,16.84,10.9,No,0
T1902,98.97,Grocery,US,39,102,10,Web,0,1,109.05,21.8,No,0
T1903,186.89,Restaurant,US,41,688,9,Mobile,1,3,101.35,22.3,No,0
T1904,18.94,Grocery,UK,52,17,8,Web,0,1,5.0,10.1,No,0
T1905,15.1,Restaurant,CN,52,41,3,Web,1,0,5.0,34.3,No,1
T1906,36.99,Grocery,US,54,294,13,Mobile,0,1,24.46,78.2,No,0
T1907,43.7,Other,BR,38,355,3,Mobile,0,2,47.12,81.1,No,0
T1908,60.65,Electronics,US,44,523,23,Web,0,4,29.35,31.4,No,0
T1909,16.5,Electronics,US,54,120,14,Web,0,2,33.22,18.8,Yes,0
T1910,77.13,Grocery,US,30,737,20,ATM,0,0,64.43,13.8,No,0
T1911,11.99,Electronics,US,34,1224,9,Web,0,4,40.94,62.9,No,0
T1912,35.94,Other,CN,38,276,13,Mobile,0,1,54.0,4.5,No,0
T1913,50.16,Other,US,48,571,5,Mobile,0,1,35.97,39.4,Yes,0
T1914,9.28,Electronics,UK,48,297,15,Mobile,0,1,8.03,39.0,Yes,0
T1915,56.12,Electronics,US,35,28,11,Mobile,0,0,51.53,6.0,No,0
T1916,29.21,Restaurant,CN,19,157,3,Web,0,1,8.37,31.9,Yes,0
T1917,23.22,Other,US,40,36,0,Web,0,2,33.63,14.4,Yes,0
T1918,49.72,Travel,US,26,1799,3,Mobile,3,1,78.1,9.1,No,0
T1919,8.49,Electronics,US,20,104,12,Web,0,3,5.0,4.3,Yes,0
T1920,54.69,Electronics,US,22,404,6,Mobile,0,2,41.16,10.7,No,0
T1921,11.0,Restaurant,US,41,133,14,Mobile,0,0,5.32,51.8,No,0
T1922,52.14,Grocery,NG,54,423,5,Mobile,0,0,62.71,65.3,No,0
T1923,40.77,Restaurant,UK,38,94,13,Web,0,2,71.02,13.0,No,0
T1924,164.53,Electronics,UK,40,615,17,Web,0,3,140.07,42.6,Yes,0
T1925,164.74,Restaurant,US,52,46,3,Mobile,0,1,199.96,23.2,Yes,0
T1926,79.05,Grocery,US,19,902,0,Web,0,2,71.53,39.0,No,0
T1927,34.03,Travel,US,44,734,2,Mobile,0,4,46.19,14.1,Yes,0
T1928,36.15,Travel,Other,37,454,12,Mobile,4,2,13.88,2.4,No,0
T1929,11.67,Restaurant,BR,44,27,17,Web,0,1,5.0,19.8,No,0
T1930,6.07,Grocery,NG,32,93,3,Mobile,0,0,30.05,8.8,No,0
T1931,107.55,Travel,BR,28,784,3,Mobile,0,3,102.83,66.3,No,0
T1932,23.73,Travel,US,39,52,10,Mobile,0,0,22.11,65.5,Yes,0
T1933,15.11,Travel,US,57,67,13,Mobile,0,2,8.33,3.8,No,0
T1934,6.22,Restaurant,US,48,314,6,Web,0,3,5.0,25.3,Yes,0
T1935,41.75,Restaurant,US,31,128,2,Web,1,2,55.2,4.9,No,1
T1936,28.05,Restaurant,US,21,100,6,Web,0,1,36.66,62.7,No,0
T1937,18.48,Grocery,US,18,343,7,Mobile,0,5,44.76,0.9,No,0
T1938,17.57,Restaurant,IN,53,186,11,ATM,3,3,40.16,28.8,No,0
T1939,47.51,Travel,NG,26,60,6,Mobile,0,2,63.22,8.3,No,0
T1940,38.35,Grocery,RU,34,306,23,Web,1,2,25.45,54.7,No,0
T1941,6.53,Grocery,CN,53,195,15,ATM,0,4,7.13,12.0,No,0
T1942,14.94,Electronics,US,18,530,16,Mobile,0,2,32.65,26.1,No,0
T1943,86.39,Restaurant,US,55,43,21,Mobile,0,3,124.17,0.3,No,0
T1944,17.07,Restaurant,IN,34,387,3,Web,0,1,15.03,225.1,No,0
T1945,91.14,Restaurant,US,24,229,16,Mobile,0,2,74.11,70.1,Yes,0
T1946,36.45,Travel,US,35,208,17,Mobile,0,2,31.26,9.0,No,0
T1947,22.38,Electronics,US,29,105,3,Mobile,0,1,5.0,29.3,No,0
T1948,24.25,Grocery,US,43,12,16,Web,4,0,5.0,34.5,Yes,1
T1949,64.83,Electronics,US,30,752,14,Mobile,0,0,101.0,12.8,No,0
T1950,14.19,Electronics,US,18,158,21,Web,0,1,5.0,4.4,No,0
T1951,9.51,Grocery,US,35,457,16,Mobile,0,1,16.08,42.1,No,0
T1952,17.59,Grocery,IN,21,1179,12,Mobile,0,4,25.57,90.1,No,0
T1953,10.31,Travel,US,40,332,2,Mobile,0,2,5.0,42.4,No,0
T1954,12.47,Restaurant,US,23,202,11,Web,0,0,9.59,49.8,No,0
T1955,12.26,Other,US,32,124,16,Web,0,0,6.68,44.7,Yes,1
T1956,41.7,Other,US,40,1087,21,Mobile,1,0,42.55,30.5,No,0
T1957,5.09,Restaurant,RU,35,458,21,Web,0,2,14.4,8.0,No,0
T1958,40.1,Electronics,RU,41,437,6,Mobile,0,2,43.39,11.3,No,0
T1959,32.21,Restaurant,IN,46,222,6,Web,0,0,9.73,19.9,No,0
T1960,74.14,Restaurant,US,24,745,10,Mobile,0,1,94.66,17.4,No,0
T1961,49.32,Grocery,UK,37,500,15,Mobile,0,2,42.64,36.9,No,0
T1962,47.5,Electronics,UK,18,133,3,Web,0,3,5.0,27.3,Yes,0
T1963,13.32,Restaurant,US,40,366,15,Mobile,0,4,5.0,50.7,Yes,0
T1964,23.84,Electronics,US,34,224,4,Web,0,0,21.25,91.7,No,0
T1965,7.88,Travel,US,26,2,18,Web,0,3,5.0,2.5,No,0
T1966,116.78,Travel,UK,41,659,21,Web,1,2,96.09,31.0,No,0
T1967,139.35,Grocery,IN,52,52,13,Web,0,2,113.87,12.1,No,0
T1968,57.08,Electronics,US,32,285,6,Web,0,1,60.05,120.5,No,0
T1969,10.66,Electronics,RU,26,163,8,Mobile,0,2,21.72,39.3,Yes,0
T1970,68.39,Grocery,US,39,167,12,Web,0,2,62.48,107.8,No,0
T1971,22.66,Grocery,US,21,259,15,Web,4,2,52.43,55.5,No,0
T1972,6.81,Restaurant,Other,30,2326,20,Web,0,2,18.82,7.3,No,0
T1973,24.87,Grocery,Other,52,209,3,ATM,0,4,10.59,93.8,No,0
T1974,100.6,Travel,US,38,80,6,ATM,0,2,52.29,19.1,Yes,0
T1975,29.09,Grocery,US,18,380,2,Mobile,0,0,18.68,68.0,No,0
T1976,40.25,Other,US,18,107,19,Mobile,1,4,40.43,35.5,Yes,1
T1977,10.87,Grocery,US,39,44,14,Mobile,0,0,26.39,65.5,Yes,0
T1978,28.36,Electronics,BR,48,20,20,ATM,0,2,5.0,37.5,No,1
T1979,27.6,Other,Other,18,9,13,Mobile,0,4,27.03,131.5,Yes,0
T1980,12.96,Restaurant,UK,43,225,6,Web,0,0,13.47,35.7,No,0
T1981,43.28,Grocery,US,53,222,17,Web,0,3,53.55,3.1,No,0
T1982,27.52,Restaurant,UK,60,82,4,ATM,0,1,8.86,30.1,No,0
T1983,62.22,Electronics,US,41,613,20,Web,0,1,79.62,171.3,No,0
T1984,21.37,Travel,CN,44,55,19,Mobile,0,1,33.85,77.9,Yes,0
T1985,41.63,Grocery,NG,18,987,7,Mobile,0,2,16.18,49.9,Yes,0
T1986,17.24,Grocery,UK,63,354,19,ATM,0,1,18.98,8.2,No,0
T1987,7.3,Restaurant,US,31,11,17,ATM,0,4,5.0,10.1,No,0
T1988,104.9,Travel,US,26,1318,20,Web,0,2,52.8,64.1,No,0
T1989,22.45,Electronics,US,34,147,18,ATM,0,3,5.0,65.6,Yes,0
T1990,14.42,Restaurant,BR,56,239,19,Mobile,0,4,5.0,23.4,No,0
T1991,60.64,Restaurant,US,64,133,2,Web,0,0,55.27,260.3,Yes,0
T1992,36.42,Grocery,US,39,521,22,Mobile,0,1,19.62,58.8,No,0
T1993,9.59,Restaurant,US,49,265,5,Web,0,2,24.7,112.4,No,0
T1994,29.11,Grocery,BR,38,56,17,Mobile,0,2,34.3,2.4,Yes,1
T1995,6.84,Restaurant,US,25,44,14,Mobile,0,1,11.98,48.9,Yes,0
T1996,18.44,Restaurant,NG,55,516,13,Web,0,4,34.94,69.2,No,0
T1997,139.37,Other,NG,30,108,23,Web,0,1,153.49,79.8,No,0
T1998,12.49,Grocery,CN,56,59,20,ATM,1,0,11.25,55.8,Yes,1
T1999,17.68,Grocery,US,53,276,21,Web,1,0,20.62,46.6,Yes,0
T2000,44.25,Grocery,US,45,649,7,Mobile,0,2,27.19,68.5,No,0
T2001,12.35,Grocery,US,59,130,10,Mobile,0,3,27.21,2.0,No,0
T2002,17.59,Grocery,US,64,129,10,ATM,1,1,28.35,69.6,Yes,0
T2003,101.61,Other,US,35,718,11,Web,0,0,77.45,20.0,No,0
T2004,14.33,Grocery,UK,28,63,15,Web,0,3,5.0,71.6,No,0
T2005,28.11,Grocery,US,18,383,6,Mobile,2,1,18.4,75.0,No,0
T2006,17.75,Restaurant,NG,64,1240,2,Mobile,0,4,32.63,16.2,Yes,0
T2007,21.66,Electronics,US,32,736,1,ATM,1,1,25.32,62.8,No,0
T2008,41.68,Restaurant,UK,51,25,2,Mobile,0,3,45.19,19.9,Yes,0
T2009,36.53,Grocery,RU,29,154,7,Mobile,0,1,27.91,64.5,No,0
T2010,19.9,Travel,RU,56,61,19,Mobile,0,6,14.83,10.5,No,1
T2011,32.24,Grocery,NG,29,1192,7,Web,0,2,5.0,4.0,No,0
T2012,91.54,Grocery,IN,23,1705,3,Mobile,0,3,112.28,44.4,No,0
T2013,33.06,Other,CN,35,107,22,Web,0,1,33.84,10.7,No,0
T2014,35.89,Grocery,US,31,443,12,ATM,0,3,81.4,112.5,No,0
T2015,17.49,Travel,US,45,737,21,Mobile,0,3,14.2,8.6,No,0
T2016,61.04,Electronics,US,37,106,16,Mobile,0,1,94.86,46.7,No,0
T2017,13.32,Electronics,US,45,83,23,Mobile,0,2,18.69,59.7,Yes,0
T2018,137.66,Other,US,34,4,21,Mobile,0,0,114.83,0.1,Yes,0
T2019,32.55,Grocery,US,30,212,17,Mobile,0,1,40.57,101.8,Yes,0
T2020,26.85,Restaurant,US,30,918,4,Web,0,3,39.93,64.9,No,0
T2021,119.07,Other,US,62,933,11,Mobile,0,1,101.0,73.4,Yes,0
T2022,73.81,Travel,US,40,54,1,Mobile,1,3,56.27,2.9,No,0
T2023,148.07,Other,CN,18,91,9,Web,0,5,147.69,21.7,No,0
T2024,89.8,Grocery,US,31,209,6,ATM,0,3,56.46,51.4,No,0
T2025,19.96,Electronics,RU,39,606,14,Mobile,0,1,31.57,13.0,No,0
T2026,22.16,Grocery,US,60,378,21,Web,0,2,32.32,89.2,Yes,0
T2027,46.04,Restaurant,CN,50,288,6,Mobile,0,2,45.97,26.2,Yes,0
T2028,26.27,Other,NG,26,358,14,Mobile,0,0,30.85,80.7,Yes,0
T2029,95.52,Grocery,IN,67,40,15,Web,1,4,94.58,104.4,No,1
T2030,14.24,Restaurant,IN,37,259,21,Web,0,2,10.04,32.3,No,0
T2031,31.89,Grocery,US,52,1934,0,Web,0,4,27.74,12.9,Yes,0
T2032,25.13,Travel,Other,24,37,14,Mobile,0,3,31.14,24.0,No,0
T2033,24.62,Electronics,NG,18,292,2,Web,0,1,33.93,34.6,No,0
T2034,35.54,Other,NG,21,140,9,Mobile,0,1,27.41,30.4,No,0
T2035,24.14,Restaurant,IN,18,310,15,Mobile,0,2,8.1,0.2,Yes,0
T2036,24.51,Electronics,US,63,341,1,Web,0,3,26.3,4.4,No,0
T2037,12.07,Grocery,NG,40,344,16,Mobile,0,2,5.0,30.5,No,0
T2038,34.6,Grocery,US,26,764,0,Mobile,1,4,13.46,28.7,No,0
T2039,17.87,Grocery,UK,43,197,3,Mobile,0,0,5.0,110.4,No,0
T2040,17.4,Grocery,US,40,290,10,Web,0,4,34.67,16.2,No,0
T2041,32.64,Other,CN,45,4,16,Mobile,0,5,44.66,189.4,Yes,0
T2042,47.26,Travel,US,52,623,1,Web,0,3,21.32,179.7,Yes,0
T2043,203.23,Travel,US,34,120,0,Web,0,0,215.89,10.4,No,0
T2044,19.05,Grocery,UK,27,678,5,ATM,0,1,5.0,1.2,No,0
